title,href,author,reviewer,last_comment_time,comment
试了试催眠,http://tieba.com/p/8226197636,桵华月想,椎名真昼...,2-25,先说体验试了三次都处于半成功半失败的样子 不过lz认为应该是自己没把握好，楼下细说
食人的老哥萌，你们对于人肉的认知有很多地方是错的啊,http://tieba.com/p/6589311325,Adam,天天赣神...,2-25,来让这本书来教教你萌人肉做法罢
其实我老早就这么想了,http://tieba.com/p/8275818807,兔子拖鞋,巨蟹fgtr,2-25,为什么不能用pp喝酒
标题五个字,http://tieba.com/p/8271038759,强殖外骨骼, 甜兔布丁,2-25,河坝的各位，你们现实中会找怎样的伴侣呢？
绒布球喜欢什么样的人呢,http://tieba.com/p/8280544514,20帅气继父,格拉克斯,2-25,请大家告诉我一下，晚上突然就想到这个了，看到最近吧里好多关于绒布球的帖子
有没有戴着舒服又不卡脖子的项圈呢,http://tieba.com/p/8278252945,雨焰儿,土拨鼠的...,2-25,从小就对项圈感兴趣，买的几个便宜项圈都不太行，吧友们有推荐的吗，带小铃铛的就更好了
如果XP对象是薯条的话……,http://tieba.com/p/8280507073,梓菈,月下丶魅影,2-25,咱以前宿舍聚餐的时候口嗨过和汉堡涩涩的事，但是觉得咱还是才疏学浅了，没能达到河坝的高度。 咱在想，以咱最喜欢吃的薯条🍟为XP对象的话，吧友能整出什么活来？咱最多也就想到薯条君在一条一条地拍打咱的脸，幸福的捏！
这冰箱是玩核吧的吗？,http://tieba.com/p/8275440346,野生莫妮卡,布伦顿·...,2-25,河坝玩法
如果神明向你忏悔，你会阻止祂要做的事吗？,http://tieba.com/p/8278961115,什么都想...,上帝叫我...,2-25,如果不是受人期待，你不会带着你的唯物主义去做一名神父。每天在忏悔室听各种人的牢骚，让你受够了...直到你做了一个梦。梦见你成为一名牧羊人。在一个无云的夜晚。羊群都盯着你看。他们的眼睛闪着光，你很确定这不是月光的折射。“请看后面。”你似乎听见羊在说话。颤抖着转了一下身。你看见身后一片空旷，什么也没有。却感觉更加恐惧。全身碎裂开来。“你真的什么也没看见吗？”羊群走了过来...梦醒了。醒来的你根本不觉得这是梦。
为什么发不出去呀！,http://tieba.com/p/8279095178,萝卜·Clannad,萝卜·Clannad,2-25,8U们就没有什么San值狂掉的图吗？我发了好多关于这方面的图的帖子，但是都被删了，为什么呀？又没漏什么........
有点感觉了...,http://tieba.com/p/8281557186,🐊🐊^赵天佑,上帝叫我...,2-25,
雪女第二部来了家人们！,http://tieba.com/p/8278686979,无所谓 ...,枫止丶,2-25,
据说晚上人的情感会变得很“丰富”,http://tieba.com/p/8280322758,夢が覚,月下丶魅影,2-25,所以我想河坝是不是晚上人比较多一点？
emo好久了想自己一个人出去旅游散散心,http://tieba.com/p/8198623846,Belina,巨蟹fgtr,2-25,坐标辽宁大连来回路费预算两千块，有什么城市好吃好玩的多吗，最好是不太冷的地方
这是开启我的钥匙哟,http://tieba.com/p/8281837743,百里宁卿,是山风岚呀,2-25,
看怪形吃饭是不是有点那个了,http://tieba.com/p/8281841114,风流人间...,风流人间...,2-25,
奇怪的玩法,http://tieba.com/p/8274217613,不想哥哥,xyasjg,2-25,我很听他的话，他喜欢打我脚底捏脚筋，也挺爽的 有没有差不多的呢 明天聊
为啥河坝会推广其他吧的帖子？,http://tieba.com/p/8281717939,zeplion,破阵者派...,2-25,
标题五个字,http://tieba.com/p/8280104617,ANS,贴吧用户_...,2-25,水一下
核战私人庇护所的选址,http://tieba.com/p/8281688020,教皇二世,艾尔德拉...,2-25,我认为最好选在南方山区，因为个人力量是肯定挖不到防核级别的深度。所以我们就要借助自然的力量，最好找那种小型溶洞
变成物品了,http://tieba.com/p/8273443243,苏大明白,爱白丝的...,2-25,hso
8u们帮忙找个本,http://tieba.com/p/8281728391,夏花绚烂...,初音の老...,2-25,只有文字叙述，如图
说个lz自己的亲身经历，小布名言镇楼,http://tieba.com/p/8270887364,贴吧用户_...,不狂暴宿...,2-25,
鼠鼠我啊，撑不住了,http://tieba.com/p/8277976182,亚托雷姆,蜂亡,2-25,再见了，我的鼠生
河坝吃只因大赛，但你被神化状态的奈奈打败了,http://tieba.com/p/8281691516,[],Yxz,2-25,这个情景的背景自己看第一张图。 但变成头像的你被处于神化状态的奈奈打败了。 ——神化奈奈：变成贴吧头像的奈奈因为不知道什么原因成为了奈神(读作奈神写作圆神)—— 她在打败你后表示“和我签订契约，成为魔法少女，并和我一起前往只属于我们魔法少女的世界吧。” 你的选择是？ 第2张图：奈奈(神化状态)
反二吧看到的,http://tieba.com/p/8280169369,贴吧用户_...,避疫、,2-25,反二吧看到的，可能适合我们核吧
荡秋千模拟器owo,http://tieba.com/p/8241166807,萌妹必须死,[],[],"
            
        "
title,href,author,reviewer,last_comment_time,comment
文游贴，感兴趣楼下报名,http://tieba.com/p/8208307803,寒涵糊糊,寒涵糊糊,2-25,玩法可日常互动、剧情推进、种田发展、模拟经营、打怪升级、路途探险、航海远征、争夺土地等
标题五个字,http://tieba.com/p/8281376881,Thuameal,妙蛙种子...,2-25,不知道为什么对初中的一个男生很喜欢（lz是男生现在高中了）就是不晓得为什么和他在一起很安心 然后总是想让他给我的微信备注改成女生的名字 每次和他表白都是被当作开玩笑打发走（lz也习惯了） lz有些胖想减肥然后cos成喜欢的女性角色假装他的女朋友然后被他带去介绍给他的兄弟 就是感觉lz有些神经病 但是又很喜欢被当作女生
让我看看河坝老哥老姐的水平,http://tieba.com/p/8273043059,人类首席...,HK,2-25,大家都是哪个坐标捏
看看能不能发,http://tieba.com/p/8270856082,superwightcar,伊地知虹...,2-25,很好奇8u们的xp正不正常先说一下我的 来杏 玉的时候就…想被别人压着然后那啥，有时候也会想被别人绑起来…然后被各种奇怪的东西…前几天翻搜索记录发现看到最多的是futa和伪… 本来以为我已经够bt了直到前几天和同学聊不小心说漏了，然后他说我的xp还是太正常了…
没有不对劲地方的普通机器,http://tieba.com/p/8280472162,吃时玳的...,fhy13863240360,2-25,可爱
文游贴，感兴趣楼下系🔒,http://tieba.com/p/8206566190,寒涵糊糊,寒涵糊糊,2-25,玩法可日常互动、剧情推进、战争策略、路途冒险、升官加爵、模拟经营…… 镇楼图与实际内容无关
好孤单，没有人喜欢我，没人理我,http://tieba.com/p/8280459057,白水..,白水..,2-25,
还能在水一帖,http://tieba.com/p/8275651554,😋😋😋😋6,zzt.,2-25,
闲着没事瞎逛了一下涛宝，这玩意居然有这么多购买,http://tieba.com/p/8251656248,腿脚立🔒,腿脚立🔒,2-25,如果没有刷单这么多的购买是我没想到的，我还以为这种xp是比较小众的呢
忽然冒出来的问题,http://tieba.com/p/8281494076,哈笑什么笑,哈笑什么笑,2-25,要是男性一瞬间体内的所有XY染色体全变成XX，他会最终生理上完全雌堕吗
适合河坝老哥的,http://tieba.com/p/8273456060,纯真的雪蓮,鲁嘎鲁嘎,2-25,要是不小心用力挤破了的话....
全河坝吃只因大赛，但你遇到了以下情况,http://tieba.com/p/8279545131,[],空闲时的...,2-25,背景自己看镇楼 遇到以下情况你会做什么？ ——以下情况中提到的人物都是吧友。——
#蛇蛇画画#,http://tieba.com/p/8280040080,[],紫罗兰永...,2-25,自己随便临摹了一下，满足了我在校需求
昨晚梦见自己有了一只绒布球…,http://tieba.com/p/8278997253,倾怡,贴吧用户_...,2-25,如果梦能成真就好了～
异世界小剧场:再度降临 中,http://tieba.com/p/8281701985,WG1028,WG1028,2-25,WJ顺着道路来到赖特维克村前。 荒芜的田地，房屋敞开的大门，空无一人的村口，道路上的马蹄印。 眼前的场景就像是遭到过劫掠一样。 WJ隐隐约约的听到村中的叫喊，顺着道路跟踪过去。 WJ来到一座房屋后从房屋的空隙中看到十几名士兵包围了一群手无寸铁的平民，士兵的长官喊到:交不上税老子挨个洗劫你们每一个人的家产。 此时WJ感受到自己身后有人正靠近，他手握佩刀回头一看，一个小男孩手握一把匕首站在自己身后。 男孩哭哭啼啼的对WJ说:
几个亚空间画师用其大作狠狠强碱了我的眼睛,http://tieba.com/p/8243343102,[],奇遇上了,2-12,下详
关于通过催眠体验高潮,http://tieba.com/p/8218219728,老白的奶茶,一条羊,2-22,一楼镇楼，楼下细说
你们有谁看过烈女奇冤吗，女主叫刘玉佩,http://tieba.com/p/8281408707,源路非,小萌新,2-25,
看到个丸吞图,http://tieba.com/p/8224551524,人间小自在,滨海的元元,2-25,不得不说感知屏蔽这种play相当有趣
想看看大家的人设,http://tieba.com/p/8281350108,氿岛,小萌新,2-25,rt
l完蛋了8u们，出大事了,http://tieba.com/p/8272564774,落雨息风,蜀黍不可以,2-25,
话说真的会有女生一起磨吗？,http://tieba.com/p/8265470116,龗靈,贴吧用户_...,2-25,同标题，头像镇楼
"假如你注意到了别人的""细节""，你会提醒她吗？",http://tieba.com/p/8269965326,[],小鱼干—...,2-25,
大家都实现自己的梦想了吗,http://tieba.com/p/8281161636,白卷宗师,万维囹圄,2-25,我已经不知道自己有什么梦想了
这个看上去怎么样？,http://tieba.com/p/8281501997,恩多拉,不一般通...,2-25,
问一下8里的男生，发现女朋友比你更变态会怎么想,http://tieba.com/p/8267881292,菈米酱啊...,苹果爱吃...,2-25,我感觉这事儿很可能会发生在我以后的男朋友身上
要变成动物呢！,http://tieba.com/p/8281457496,极为普通...,水鬼856,2-25,美少女变动物什么太棒了
不懂啊……,http://tieba.com/p/8280182224,时光嘛呢...,ʚ越水长...,2-25,好难伺候
第四次了…希望能过…重点在后面…,http://tieba.com/p/8277106621,一只游吟,菇魔魔•...,2-25,时间无形，逝也不知。这三个月吧，变化挺大…从一开始的懵懂少年变成现在的孤寂之人，整个人气质和心态完全变了，如果硬要形容，那我就用三体里的话吧，我找到了空，能隐于市了。如果以后真的成名了，那这前面的三个月，应该可以称为转折点之一吧…现在是开学第三周，考试也过去了，我也有闲时来发帖子…携上物理，成绩也从613变成了现在的785.5，还是存在着巨大的进步空间…而提起前三个月，我能想到很多东西；而见到贴吧呢，我又不
原子之心的冰箱？,http://tieba.com/p/8275471283,科西莫不...,没有存在...,2-25,要不要看看你自己在说什么
我觉得这玩意应该发在河坝里,http://tieba.com/p/8261319731,安达233号,我老婆谭雅,2-25,
有喜欢单手套的吗,http://tieba.com/p/8281015695,一起吃饭...,一起吃饭...,2-25,
让我水一帖,http://tieba.com/p/8280434454,万物逆旅,蜂亡,2-25,有没有河坝捡到对象的，让我酸一酸
榨精担当山口,http://tieba.com/p/8281171259,龙的足底,是深度游,2-25,话说回来电击榨精会有很强烈的快感吗
果然我这个社畜到了二次元还是社畜,http://tieba.com/p/8281427505,只是一只...,什么贵物（,2-25,今天赶公交拍的照片，用AI直接生成的
为什么冰和扶是最大的两个群体捏？,http://tieba.com/p/8280496361,晓逯,咔休咔休,2-25,是布布子说的捏
标题五个字,http://tieba.com/p/8270933149,喵喵喵w,苹果爱吃...,2-25,呜，家里猫崽太多有点养不了，但是怕找领养不靠谱怎么办呢……
终于四级了 必须发个帖,http://tieba.com/p/8281504956,夸我🥺,蕾姆(坏人...,2-25,这个吧不是猎奇吗逛这么久没见过什么有关猎奇的诶
咋们吧和禾野吧有什么关系《，，，,http://tieba.com/p/8281483403,dark,Yxz,2-25,不懂就问，，
想看看河坝人会怎么想,http://tieba.com/p/8280186024,是地图,恩多拉,2-25,嘿嘿
人类为什么要穿衣服出门,http://tieba.com/p/8274732456,白水..,frenchcore,2-25,
我是狐狸~带尾巴的狐狸~可可爱爱的小狐狸~winwin~~,http://tieba.com/p/8272394808,要饭总裁...,杂质的结核,2-25,我好可爱~~
吧友们能用河坝的语气给我说句话吗？,http://tieba.com/p/8253048017,m u g i,杂质的结核,2-25,这辈子没体验过
有人喜欢莫代尔口罩吗？,http://tieba.com/p/8240994484,贴吧用户_...,ok无名小...,2-25,那种弹性超好，又薄薄的能贴紧面部勒出面部轮廓的
朋友们买小玩具的时候要谨慎啊,http://tieba.com/p/8227679007,万维囹圄,爱吃意面...,2-25,避免被删内容放评论
敌人真挠痒拷问有多少能坚持住的,http://tieba.com/p/7858560076,贴吧用户_...,Leo,2-25,
机性恋的强度得到了极大的提升,http://tieba.com/p/8281301027,贴吧用户_...,小萌新,2-25,
在vx视频号看见个心脏跳动的视频,http://tieba.com/p/8278670778,贴吧用户_...,王阳,2-25,感觉8u们会喜欢的样子
破事水#各位更喜欢有呆毛的角色还是没有呆毛的角色,http://tieba.com/p/8280147547,塞拉菲...,塞拉菲...,2-25,RT，有点好奇在颜值都在最符合自己兴趣的前提下，大家是更喜欢有呆毛的角色，还是更喜欢没有呆毛的角色？题材不限，不管是动漫、漫画、游戏、视频的都算上当然，就算我不刻意强调一下，这种问题也很明显是二次元限定的 虽然这问题本质上跟猎奇没多大关系，不过我还是有点好奇 镇楼图随便选的，与内容无关
帮你考试作弊却只给我糖是吧,http://tieba.com/p/8279676346,佐佐木的...,卡尔蒂姆,2-25,
title,href,author,reviewer,last_comment_time,comment
思考🤔了很久,http://tieba.com/p/8270723365,。。ᕕ( ...,木木鱼.,2-25,😔8u们虽然网上玩得很变态，😃但是现实生活中应该都很正常的吧😏，😉我说的对。。😕。。🙁。。😨吧。。😰？
你会支持人类压缩计划吗？,http://tieba.com/p/8270362372,爱读书的...,“玩家   铖”,2-25,有一天你抱怨让你不爽的人太多了...突然一个外星文明在你脑中发送了电报。说祂们可以把人类的十个人压缩成一个更加完美的人。解决地球的资源问题和人类的和谐，优生问题 而人类的主意识将在每一天由十人中的一人分别操控。不用担心个人寿命变短，因为压缩后人的寿命会变成十倍 只要这个计划超过半数就会执行，而你是最后一个人，你会同意吗？
新人求助|为什么我一进核吧满脑子的瑟瑟就变成了数学,http://tieba.com/p/8222204422,一个哨兵...,老八，,2-25,我前两天才进吧，平时有点小瑟瑟但搞不到作案工具的废物，然后一进吧满脑子的瑟瑟就变成了数学，难道我的xp是数学吗？不要啊！
我愿称之为本年度目前最佳…,http://tieba.com/p/8278222766,加藤惠加...,爱新觉罗...,2-25,🐮人本 虽然只有英译，但分镜和画风绘画能力都超强…😭😭😭
想知道怎么专注于学习的说...,http://tieba.com/p/8270771570,业一影,氿岛,2-25,想问一下大家，怎么把注意力放在学习上。高中已经没得上了...想要专转本，但是1年半过去了，学过的全忘了，各种专业课也是一学期轮换一次，都是只学了个皮毛... 最佳看到很多认识的人都出去了，受到了刺激。现在想用这条命赌一把，至少上个本科...想在这里问问大家，有没有什么好方法能让自己全身心地投入于学习中。 (本人在主课中只擅长英语，数学最差，物理和化学从初中毕业后就不给学了) 目前个人的问题是1懒 2学完缺少复习工作 3正在
如果有一个按钮  按钮安一次就会gc一次  但是会给你100万,http://tieba.com/p/8177250369,是梦梦猫鸭,不见山不...,2-25,8u会按嘛？
会有杯子比实战舒服的情况吗？,http://tieba.com/p/8280634105,小雪_ILL,凯尔希的...,2-25,因为异地的男票有在用杯子，虽然都是一边想着我的，但是我还是总是会担心会不会以后试过之后自己会比不上杯子可以换不一样的模型但人一直是一样的，感觉很难比哇qwq
能够嗦羊入腹，是不是说明本来就应该入腹,http://tieba.com/p/8281339401,花鸟玲爱,Yxz,2-25,本身就能缩小，但是不能缩小到樱蔕那个程度 感觉挂在外面既不安全又不美观啊，难道是发展出来的反强暴机制 让那些可以从零膨胀的雄性被淘汰了，只留下长长的挂外面的
哇哦，好逆天啊,http://tieba.com/p/8281329934,理综恶魔...,Yxz,2-25,虽然但是，主角什么都不懂的时候好可爱捏
可以吗8u们,http://tieba.com/p/8281294096,Fwb,梓菈,2-25,
你喜欢从什么样的角度去欣赏那些绝景呢？(例:前方35°俯),http://tieba.com/p/8275443701,[],Smart_Jon,2-25,
我对你来说是什么？,http://tieba.com/p/8280287845,Harlαndell,Harlαndell,2-25,因为喜欢这种风格但是又很少见所以决定自制meme 低技术力见谅
如果是吧友被问,http://tieba.com/p/8278850315,花落烟雨,高雅的绅,2-25,会怎么回答呢？
姐姐的好长(不是),http://tieba.com/p/8276094042,[],Hand丨,2-25,
会扭动的海参,http://tieba.com/p/8217292604,火火ฅ｡,透透酱,2-25,你知道我想问什么(///ˊ▽ˋ///)
吧友，我是真的喜欢那个年代的女生,http://tieba.com/p/8233498909,韩贝子,韩贝子,2-25,真的很漂亮，可是在也没有这样打扮的女生了，偶然在酷六找到的
大家都是什么时候发电呢,http://tieba.com/p/8278222196,柠檬味小曦,不会拍照...,2-25,
吧友们更喜欢哪种呢？,http://tieba.com/p/8275057414,shushu啥都不会,常态终将...,2-25,rt
假如各位穿越成了一只魔物娘（问题不是这）……,http://tieba.com/p/8280881794,“玩家   铖”,乌鸦和水,2-25,你被一辆泥头车（省略） 来到异世界后，你很倒霉，没碰上什么村子、城市诸如此类的。 但是，你碰到了另一位魔物娘，你却正巧是她的天敌…… 更加巧合的是，你非常饿…… 你会吃掉她，还是（自由发挥）…… PS：你和她不是一个品种，放心吃 PS之二：万一其他8U也穿越了进来……小心被吃掉 楼主镇楼
有好东西肯定要和吧友们分享,http://tieba.com/p/8271577395,元气少女...,唔,2-25,吧友平时这么变态，其实一半都是口嗨，为了帮助吧友们，lz今天给你找到了一本教材，（其实是翻到了以前保存的好东西）楼下放图。
好消息：雪女2出来了,http://tieba.com/p/8277872113,墨妖然,远古沃姆,2-25,坏消息：变成后宫了。
又干坏事了,http://tieba.com/p/8278679588,Winge,凪ちゃん,2-25,画师：Tomorrow
九级灭世之谣！,http://tieba.com/p/8277363557,萝莉就...,公共照明...,2-25,只能学习的一天，啥也做不了 ——————————————— 群友们只能好好学习了
我发阿尔一八寄画师名，你们来打昏~,http://tieba.com/p/8120064123,Sakuuta,好吃不是冰,2-25,1-5分 1分：看到会软 2分：一般，没啥感觉 3分：不错，可以使用 4分：就好这口 5分：神中神，天天用
t1000文香,http://tieba.com/p/8278730001,齐格飞☀...,大头目的...,2-25,
标题五个字,http://tieba.com/p/8274128560,Thuameal,senorita糸,2-25,lz是男生 但是有时候会很想变成女生然后被留下印记（就是用烧红的铁钳摁在皮肤上留下记号）就会变成奴隶什么的 不知道为什么就是很想变成女生然后被这样对待 不知道可不可以发在这里
是度的问题吗？,http://tieba.com/p/8281247743,  ‮邪正...,梓菈,2-25,
你喜欢什么味道的（补档）,http://tieba.com/p/8275572335,月渚咲奈,残弦殇情,2-25,笨蛋小粉毛被白毛少女按在座位上蒙上了眼睛。然后手上也戴上了一个粉色的手链子。 粉毛只能坐在椅子上安静的等待。 “咔嚓咔嚓”是剪指甲的声音。 “嗞嗞嗞”白毛故意拿着指甲刀在粉毛的耳边搓指甲，吓得粉毛直皱眉头。 “噌——”白毛去厨房抽出一把菜刀，发出的声音把粉毛吓了一哆嗦。 接下来是切东西的声音。 “菠萝，苹果，还是草莓？”白毛少女问道。 “你想吃什么味道的…？”粉毛反问。 “那就菠萝吧，张嘴，啊～”白毛端着碗
末日来了避难所还存在吗,http://tieba.com/p/8281125819,肖恩魔法...,Yxz,2-25,末日灾难已经被撤销。 东方圣人及其追随者从1999年开始清理控制人类的邪恶外星势力，直到2021年彻底清理完毕。人类毁灭的大灾难已被撤掉。这是所有古老预言从1999年开始就不准了的原因。 邪恶外星势力控制人类已经很长时间了，控制方法有：现代科学、进化论、无神论、现代政治体制、现代艺术、现代娱乐系统、现代繁忙的工作系统等等，全面渗透人类意识及物质层面。 从2022年开始清理人间的邪恶追随者和邪恶认同者。拒绝意识觉醒的人将在
恼交节约之法,http://tieba.com/p/8281203390,3,獍鴣咚不...,2-25,看了一个恼交的本子，我突然想到一个问题，每次恼交都需要浪费一个脑子，实在浪费。而我喝水的杯子正好是个保温杯。 所以能否把脑子塞进保温杯，这样不仅顺手，还能保持脑袋的温度许久，并多次使用老哥们觉得怎么样
下面是有奖竞猜,http://tieba.com/p/8281187042,pppd,pppd,2-25,可怜的牛牛犯错了，被kb了，请问接下来它要发生什么
12345,http://tieba.com/p/8281189384,贴吧用户_...,Yxz,2-25,起（）了
这个太吓人了吧,http://tieba.com/p/8278390041,嘉然今天...,south 莺二号机,2-25,
刚才在和别人讨论的时候，有人认为我这种阴郁角色完全不像白羊座,http://tieba.com/p/8281169271,混沌帝魔,Yxz,2-25,但是我感觉我很标准啊，想要在对方生命中留下浓墨重彩的一笔+想要和心爱的人一起直到生命的尽头+我是个超级急性子+想要轰轰烈烈，这几件事完全可以是同一颗炸弹，值得庆幸的是，我不是连环…呃…博爱主义者
这里是全河坝吃只因大赛，你抓到了一位吧友。,http://tieba.com/p/8278234059,座天使拉...,梦秋廿八,2-25,背景： 对河坝全员来说有一个好消息和一个坏消息。 好消息：河坝全员被一位闲的无聊的至高存在变成了自己的贴吧头像。 坏消息：河坝全员被这位至高存在拉进了一场吃只因大赛，这场吃只因大赛最终只能活下来5万人。 你是这场全河坝吃只因大赛的参赛者之一，你抓到了一位吧友(不确定是谁，可能是鸽子/夜莺/水天使/流枫/余灰/奈奈/小布/狂三......)。 现在你要做什么？
qwq新年新装扮,http://tieba.com/p/8230319174,[],小萌新,2-25,核吧的小可爱们新年快乐呀 qwq是自设少女布布的新装束！（镇楼图 顺便在楼下补档一下详细人设 还有去年写的7篇核吧风味lq短文… 最近又开始想写一篇中世纪背景lq文 主角依然是自设呀（镇楼图！ 大家有什么想看的情节玩法 欢迎在楼下分享呀
我想到了一个折磨人的好吧法,http://tieba.com/p/8190008769,呜呜呜呜...,呜呜呜呜...,2-25,进来细说
在座的各位都是商朝遗民,http://tieba.com/p/8280616149,巴西人职...,巴西人职...,2-25,蒸人头
8U们找本子,http://tieba.com/p/8281079851,莳木,莳木,2-25,商店(好像有好几部) 墙边一排汝去三水无依 男入 有空间魔法的一对环 叫一汝 把环中其一置于其下 刁穿另一环 刁传到汝下的环中 开始穿针引线
高强度刷新帖好像可以看到即将被吞的图,http://tieba.com/p/8281172952,梓菈,site,2-25,咱平常喜欢看新帖，经常会遇到刚刚发言不久，帖子就被吞的事情，有时候还可以遇到比较不一般的图，着也算收集怪图的一个方法？
并不很lq的lq爱好,http://tieba.com/p/8280532188,依蓝我心,依蓝我心,2-25,嗨～我是寒假发了帖子最近的催眠风潮（提问-科普向） 的那位吧友。晚上咳嗽太严重了，睡不着，正好找了几本催眠方面的书看了看。鉴于这也算xp的一种，就打算再开个帖子说说新的心得。
【文游】最后的魔法少女,http://tieba.com/p/8278811276,循此苦旅...,梦秋廿八,2-25,一楼喂度娘（图文无关）
全河坝吃只因大赛，但是你遇到了一个奇怪的生物,http://tieba.com/p/8280301348,弗岚科勒,昵称鸽了,2-25,小恐龙以为是在打双排，而不是个人赛，它想找你组队，你会对它怎么做呢
奇怪的电影情节,http://tieba.com/p/8280955742,茂木木,茂木木,2-25,这个女人雨衣雨靴穿得好好的，为什么男人还要问她有没有淋到雨？而且表情还这么惊讶？
终于四级了，发个帖,http://tieba.com/p/8280189672,papa：,不知道取...,2-25,核吧的玩法到底是什么
河坝甜品店,http://tieba.com/p/8158427726,初夏泠风,梦秋廿八,2-25,一间狭小的甜品店。白色长发的少女站在柜台前示意，“请问您想要些什么？”“据说甜品可以让人快乐呢。”“有什么想要倾诉的，也许可以和我聊聊哦。”“你看起来很有趣。” —————— 在每一个帖子下面放冰淇淋的我决定成立一家河坝甜品店。
人类的想象力真是无限的,http://tieba.com/p/8241976867,正义的伙...,Bodesk,2-25,船新版本
最近河坝被传的到处都是的一个图,http://tieba.com/p/8274846861,银瓶儿ค...,Bodesk,2-25,原来大家都是👻啊 那可以随便玩了
梦到魅魔，被破处了,http://tieba.com/p/8281123368,芸豆780,Kiiora,2-25,做梦表妹（并不认识，但是还挺好看）一家人来我家住，然后趁我打游戏，她坐我腿上了。胸好大，现实咱也没摸过，不过起码c以上。
这个社会太残暴了，不给  还举报了！,http://tieba.com/p/8242942652,新人不懂,新人不懂,2-25,
title,href,author,reviewer,last_comment_time,comment
想拥有♂绒布球的我有什么错,http://tieba.com/p/8280965493,[],Yxz,2-25,就没有可爱的♂绒布球嘛。真的是
新年第一绳～～,http://tieba.com/p/8244407616,一只小小...,Bodesk,2-25,开启了新年第一绳呢 都有没有和小伙伴们玩耍呢
那么，你的答案呢,http://tieba.com/p/8274933935,亚托雷姆,Glitcher,2-25,生命应该被定义吗
和喜欢的人生孩子，然后……,http://tieba.com/p/8268160416,浮力机,小萌新,2-25,喜欢他就给他生孩子 要是女孩子 然后就夺舍女儿的身体 给他一个更年轻的躯体
我一个女孩子喜欢这些，而且甚至想变成那只被活啃的虫，看着自己,http://tieba.com/p/6469436365,复活点大...,A,2-25,我一个女孩子喜欢这些，而且甚至想变成那只被活啃的虫，看着自己一点点消失？我这xp吧里估计就我一个了吧？
假如你可以diy一个萝莉/正太，她/他会是什么样的？,http://tieba.com/p/8269860498,[],小萌新,2-25,大小/特性/能力……不限
奶瓶碎了...QAQ,http://tieba.com/p/8272377424,MCF,遇贝,2-25,用了两个月的小奶瓶...在昨天下午碎了... 明明就是出去参加个活动...然后就手滑碎了 一起同行的人还在那里笑...难受 QAQ... 新奶瓶就不能买玻璃的了...虽然玻璃的摸起来很温润... （哭...）
社畜战士高达,http://tieba.com/p/8280897764,欧布旺不...,Yxz,2-25,联邦的MS，都在加班吗
问吧友们一个事,http://tieba.com/p/8280878244,轻羽鸟,Yxz,2-25,像攀岩运动员或是经常在野外活动的人，他们全身的肌肉都很发达。该怎么描述这种肌肉线条明显而匀称的女生呢？(不是细胳膊细腿的那种，也不是那种很夸张的肌肉猛女)
大家说说自己心中的lq,http://tieba.com/p/8280849345,梦秋廿八,Yxz,2-25,大家是单纯喜欢雪星，ex的图，还是喜欢美好的事物被破坏的一瞬间的那种凄美感？
如果给你两颗小药丸，会怎么选择捏。,http://tieba.com/p/8277744290,爱薇莉娅,循此苦旅...,2-25,1.每天都可以像普通人一样生活，但是会被像是公主一样呵护，什么都能给到满足，但是只有星不可以，不可以通过任何方式得到星满足。 2.每天都可以像普通人一样生活，金钱物质都要自给自足，但是可以永远可控制的享受星满足，各种意义上的，各种xp上的，各种方式上的，各种姿势上的，各种精神上的。
东郭先生的故事,http://tieba.com/p/8281144267, 瞎说,site,2-25,有一位书生东郭先生，读死书、死读书，满脑袋都是书里的事情。一天，东郭先生骑着一头毛驴，带着一口袋书，到一个叫“中山国”的地方去谋求官职。 突然，一只带伤的狼窜到他的面前，哀求说：“先生，我现在正被一位猎人追赶，猎人用箭射中了我，差点要了我的命。求求您把我藏在您的口袋里，将来我会好好报答您的。” 东郭先生当然知道狼是害人的，但他看到这只受伤的狼很可怜，考虑了一下说：“我这样做会得罪猎人的。不过，既然你
如果140万核吧人生活在一座城市玩法有多逆天,http://tieba.com/p/8274598560,简简单单...,Glitcher,2-25,小布为市长大人
吧友们想和这样的女孩子约会吗？,http://tieba.com/p/8070466430,Hamkateさん,你是不是...,2-25,如果吧u们是男主会怎么办呢？
这算什么啊,http://tieba.com/p/8281122017,摆烂王唉,Yxz,2-25,更新了一下崩出这二个新权限，我记得那种软件也有这种权限
求个新奇的图,http://tieba.com/p/8281132915,冰雪蔷薇,Yxz,2-25,见多识广的吧友 有没有长满刀片的触手图啊
哈哈哈黄牌了,http://tieba.com/p/8279684299,贴吧用户_...,颜安青,2-25,
这个吧为什么叫核战避难所吧？,http://tieba.com/p/8273988458,一REP一,颜安青,2-25,这个吧为什么叫核战避难所吧？
这么戏剧的事不该属于我！,http://tieba.com/p/8235431547,自缚专家,颜安青,2-25,过年回家，把ipad借给了上初中的弟弟结果.....
小姐姐遇上山贼了,http://tieba.com/p/8276570491,适可而止...,色色是我...,2-25,会发生什么结果呢
在石头人的视角里世界是蠕动的血肉吗？,http://tieba.com/p/8279856080,兄贵哲学...,兄贵哲学...,2-25,突然就想到了这个问题，石头人傻是不是因为智商高的都疯了。
太有美感了,http://tieba.com/p/8279166743,上单丶那...,331845818,2-25,原子之心玩到这部分做任务的时候在乱点，猛然意识到要看后面墙上的影子，然后就被震撼到了
